2018CS10379_2018CS10379,0,0,0,0,0,0,0,0,0,0,0,0
2019CS10329_2019CS10339,0,0,0,0,0,0,0,0,0.7834,0.7834,0.7834,0.7834
2019CS10335_2019CS10409,0,0,0,0,0,0,0,0,0.963872,0.964854,0.96632,0.964629
2019CS10345_2018CS10345,1,1,1,1,1,1,1,1,0.984576,0.969382,0.974571,0.969352
2019CS10376_2019CS10340,1,1,1,1,1,1,1,1,0.986708,0.987642,0.98625,0.886841
2019CS50131_2019CS10333,1,1,1,1,1,1,1,1,0,0,0,0
2019CS50417_2019CS10402,0,0,0,0,0,0,0,0,0,0,0,0
2019CS50430_2019CS51065,0,0,0,0,0,0,0,0,0,0,0,0
2020AM10657_2020CS10368,1,1,1,1,1,1,1,1,0.987547,0.987627,0.986543,0.987281
2020CS10319_2020CS10408,1,1,1,1,1,1,1,1,0.986727,0.986786,0.985719,0.986466
2020CS10323_2020CS10327,1,1,1,1,1,1,1,1,0.987611,0.987636,0.986559,0.98652
2020CS10330_2020CS10401,1,1,1,1,1,1,1,1,0.987569,0.987647,0.986579,0.987314
2020CS10334_2020CS50425,1,1,1,1,1,1,1,1,0.986764,0.986791,0.986753,0.98651
2020CS10335_2020CS10328,1,1,1,1,1,1,1,1,0.987537,0.987617,0.987448,0.987336
2020CS10337_2020CS10383,1,1,1,1,1,0,0,1,0.973734,0.973761,0.972696,0.973475
2020CS10339_2019BB10017,1,1,1,1,1,1,1,1,0.974312,0.975849,0.973861,0.975072
2020CS10339_2020BB10017,1,1,1,1,1,1,1,1,0.974312,0.975849,0.973861,0.975072
2020CS10359_2020CS10332,1,1,1,1,1,1,1,1,0.986764,0.986791,0.986753,0.98651
2020CS10369_2020CS10346,1,1,1,1,1,1,1,1,0.868516,0.96766,0.967474,0.878724
2021CS10105_2021CS10096,1,1,1,1,0,0,0,0,0.987569,0.987647,0.986579,0.987314
2021CS10106_2021CS10573,1,1,1,1,1,1,1,1,0.987569,0.987647,0.986579,0.987314
2021CS10107_2021CS10589,1,1,1,1,1,1,1,1,0.888491,0.88849,0.87739,0.87739
2021CS10112_2021CS10097,0,0,0,0,0,0,0,0,0,0,0,0
2021CS10113_2021CS50124,1,1,1,1,1,1,1,1,0.987569,0.987647,0.986579,0.987314
2021CS10115_2021CS50127,1,1,1,1,1,1,1,1,0.987569,0.987647,0.986579,0.987314
2021CS10134_2021CS10571,1,1,1,1,1,1,1,1,0.986757,0.986808,0.985901,0.986701
2021CS10229_2021CS10915,1,1,1,1,1,1,1,1,0.987569,0.987647,0.986579,0.987314
2021CS10243_2021CS10558,0,0,0,0,0,0,0,0,0,0,0,0
2021CS10546_2021CS50619,0,0,0,0,0,0,0,0,0,0,0,0
2021CS10547_2021CS10121,1,1,1,1,1,1,1,1,0.987569,0.987647,0.986579,0.987314
2021CS10549_2021CS10553,0,0,0,0,1,0,0,1,0.975515,0.975618,0.975566,0.974538
2021CS10550_2021CS50592,1,1,1,1,1,1,1,1,0.987511,0.987615,0.987355,0.987206
2021CS10551_2021CS10581,1,1,1,1,1,1,1,1,0.987511,0.987615,0.987355,0.987206
2021CS10552_2021CS10082,1,1,1,1,1,1,1,1,0.987569,0.987647,0.986579,0.987314
2021CS10554_2021CS10582,1,1,1,1,1,1,1,1,0.987569,0.987647,0.986579,0.987314
2021CS10556_2021CS50618,1,1,1,1,1,1,1,1,0.986777,0.986809,0.985719,0.986466
2021CS10557_2021CS10548,1,1,1,1,1,1,1,1,0.986664,0.98674,0.986589,0.98648
2021CS10562_2021CS10083,1,1,1,1,1,1,1,1,0.987511,0.987615,0.987355,0.987206
2021CS10564_2021CS10561,1,1,1,1,1,1,1,1,0.986751,0.986774,0.986766,0.98565
2021CS10565_2021CS10577,0,0,0,0,0,0,0,0,0,0,0,0
2021CS10566_2021CS50600,1,1,1,1,1,1,1,1,0.987569,0.987647,0.986579,0.987314
2021CS10567_2021CS10109,1,1,1,1,0,0,0,0,0.961152,0.961153,0.961148,0.961153
2021CS10568_2021CS10570,0,0,0,0,0,0,0,0,0.121276,0.121276,0.121276,0.121276
2021CS10572_2021CS10087,1,1,1,1,1,1,1,1,0.974929,0.974953,0.974946,0.975769
2021CS10583_2021CS10114,1,1,1,1,1,1,1,1,0.987567,0.987638,0.986574,0.987314
