2018CS10379_2018CS10379,0,0,0,0,0,0,0,0,0,0,0,0
2019CS10329_2019CS10339,0,0,0,0,0,0,0,0,0.737125,0.737125,0.737125,0.737125
2019CS10335_2019CS10409,0,0,0,0,0,0,0,0,0.851807,0.846225,0.851782,0.851827
2019CS10345_2018CS10345,1,1,1,1,1,1,1,1,0.90393,0.893736,0.90351,0.902653
2019CS10376_2019CS10340,1,1,1,1,1,1,1,1,0.907993,0.908042,0.906309,0.266709
2019CS50131_2019CS10333,1,1,1,1,1,1,1,1,0,0,0,0
2019CS50417_2019CS10402,0,0,0,0,0,0,0,0,0,0,0,0
2019CS50430_2019CS51065,0,0,0,0,0,0,0,0,0,0,0,0
2020AM10657_2020CS10368,1,1,1,1,1,1,1,1,0.946982,0.947041,0.946978,0.946872
2020CS10319_2020CS10408,1,1,1,1,1,1,1,1,0.940492,0.940533,0.940726,0.940629
2020CS10323_2020CS10327,1,1,1,1,1,1,1,1,0.910496,0.910521,0.910481,0.910451
2020CS10330_2020CS10401,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947777
2020CS10334_2020CS50425,1,1,1,1,1,1,1,1,0.930069,0.930096,0.930089,0.930011
2020CS10335_2020CS10328,1,1,1,1,1,1,1,1,0.940077,0.940137,0.940127,0.940046
2020CS10337_2020CS10383,1,1,1,1,1,0,0,1,0.901483,0.901504,0.901452,0.901394
2020CS10339_2019BB10017,1,1,1,1,1,1,1,1,0.90245,0.901659,0.902171,0.902259
2020CS10339_2020BB10017,1,1,1,1,1,1,1,1,0.90245,0.901659,0.902171,0.902259
2020CS10359_2020CS10332,1,1,1,1,1,1,1,1,0.930069,0.930096,0.930089,0.930011
2020CS10369_2020CS10346,1,1,1,1,1,1,1,1,0.203753,0.84365,0.843611,0.204631
2021CS10105_2021CS10096,1,1,1,1,0,0,0,0,0.947636,0.947688,0.947888,0.947777
2021CS10106_2021CS10573,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947777
2021CS10107_2021CS10589,1,1,1,1,1,1,1,1,0.848595,0.848605,0.284703,0.284703
2021CS10112_2021CS10097,0,0,0,0,0,0,0,0,0,0,0,0
2021CS10113_2021CS50124,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947777
2021CS10115_2021CS50127,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947777
2021CS10134_2021CS10571,1,1,1,1,1,1,1,1,0.931128,0.931169,0.931155,0.931101
2021CS10229_2021CS10915,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947777
2021CS10243_2021CS10558,0,0,0,0,0,0,0,0,0,0,0,0
2021CS10546_2021CS50619,0,0,0,0,0,0,0,0,0,0,0,0
2021CS10547_2021CS10121,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947777
2021CS10549_2021CS10553,0,0,0,0,1,0,0,1,0.893806,0.893883,0.893839,0.893828
2021CS10550_2021CS50592,1,1,1,1,1,1,1,1,0.9694,0.968841,0.969347,0.969182
2021CS10551_2021CS10581,1,1,1,1,1,1,1,1,0.9694,0.968841,0.969347,0.969182
2021CS10552_2021CS10082,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947777
2021CS10554_2021CS10582,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947777
2021CS10555_2021CS10563,1,1,1,1,1,1,1,1,0.937809,0.937876,0.938125,0.93832
2021CS10556_2021CS50618,1,1,1,1,1,1,1,1,0.93347,0.933501,0.933437,0.93336
2021CS10557_2021CS10548,1,1,1,1,1,1,1,1,0.938221,0.93828,0.938266,0.938193
2021CS10562_2021CS10083,1,1,1,1,1,1,1,1,0.9694,0.968841,0.969347,0.969182
2021CS10564_2021CS10561,1,1,1,1,1,1,1,1,0.937995,0.938024,0.938024,0.937951
2021CS10565_2021CS10577,0,0,0,0,0,0,0,0,0,0,0,0
2021CS10566_2021CS50600,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947777
2021CS10567_2021CS10109,1,1,1,1,0,0,0,0,0.862742,0.86274,0.862738,0.862736
2021CS10568_2021CS10570,0,0,0,0,0,0,0,0,0.795369,0.795369,0.795369,0.795369
2021CS10572_2021CS10087,1,1,1,1,1,1,1,1,0.84551,0.845528,0.845527,0.845504
2021CS10583_2021CS10114,1,1,1,1,1,1,1,1,0.947637,0.947689,0.947888,0.947778
2021CS10584_2021CS10089,1,1,1,1,1,1,1,1,0.930402,0.930445,0.204717,0.204688
2021CS10585_2021CS10793,0,0,0,0,1,1,1,1,0.913033,0.913052,0.913251,0.913171
2021CS10586_2021CS50603,0,0,0,0,0,0,0,0,0,0,0,0
2020CS10395_2020CS10363,1,1,1,1,0,0,0,0,0.930141,0.930166,0.930148,0.930064
2020CS10604_2020CS10317,1,1,1,1,1,1,1,1,0.910496,0.910521,0.910481,0.910451
2020CS50421_2020CS50421,1,1,1,1,0,0,0,0,0.930402,0.930445,0.94354,0.930315
2020CS50423_2020CS50431,1,0,0,1,1,0,0,1,0.889702,0.889971,0.889734,0.889908
2020CS50428_2021CS10123,0,0,0,0,0,0,0,0,0,0,0,0
2020CS50434_2020CS10409,1,1,1,1,0,0,0,0,0.946329,0.946412,0.946349,0.946237
2020CS50439_2020CS50436,1,1,1,1,1,1,1,1,0.938966,0.93902,0.938948,0.938871
2021CS10014_2021CS50948,1,1,1,1,1,1,1,1,0.930561,0.930608,0.930573,0.930496
2021CS10068_2021CS10077,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947777
2021CS10069_2021CS10079,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947777
2021CS10071_2021CS10074,1,1,1,1,1,1,1,1,0.9694,0.968841,0.969347,0.969182
2021CS10072_2021CS10075,1,1,1,1,1,1,1,1,0.901877,0.901915,0.901894,0.901816
2021CS10080_2021CS10575,1,1,1,1,1,1,1,1,0.855722,0.855708,0.85567,0.855632
2021CS10081_2021CS10070,1,1,1,1,1,0,0,1,0.947636,0.947688,0.947888,0.947777
2021CS10085_2021CS10559,1,1,1,1,1,1,1,1,0.938221,0.93828,0.938266,0.938193
2021CS10088_2021CS50611,1,1,1,1,1,1,1,1,0.947636,0.947689,0.947889,0.947779
2021CS10090_2021CS50870,1,1,1,1,0,0,0,0,0.899201,0.899224,0.899225,0.899156
2021CS10091_2021CS10091,0,0,0,0,0,0,0,0,0,0,0,0
2021CS10092_2021CS11211,1,1,1,1,1,1,1,1,0.908381,0.908419,0.908364,0.90829
2021CS10093_2021CS10578,1,1,1,1,0,0,0,0,0.87359,0.873589,0.930397,0.930315
2021CS10095_2021CS10569,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947778
2021CS10098_2021CS10110,1,1,1,1,1,1,1,1,0.933265,0.933276,0.933192,0.933123
2021CS10099_2021CS10574,0,0,0,0,0,0,0,0,0.795369,0.795369,0.795369,0.795369
2021CS10590_2021CS50608,1,1,1,1,1,1,1,1,0.930402,0.930445,0.930397,0.930315
2021CS10639_2021CS10076,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947777
2021CS10891_2021CS10560,1,1,1,1,1,1,1,1,0.932501,0.932456,0.927704,0.931708
2021CS10914_2021CS50599,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947777
2021CS10917_2021CS10962,1,1,1,1,1,1,1,1,0.413398,0.411731,0.342664,0.34393
2021CS11010_2021CS50604,1,1,1,1,1,1,1,1,0.670967,0.670968,0.643641,0.643641
2021CS50125_2021CS50612,1,1,1,1,1,0,0,1,0.930402,0.930445,0.930397,0.930315
2021CS50126_2021CS50128,1,1,1,1,1,1,1,1,0.874462,0.874464,0.882991,0.884827
2021CS50129_2021CS50591,1,1,1,1,0,0,0,0,0,0,0,0
2021CS50593_2021CS10103,1,1,1,1,1,1,1,1,0.940738,0.940774,0.940977,0.940883
2021CS50594_2021CS50596,1,1,1,1,1,1,1,1,0.87359,0.873589,0.921487,0.930177
2021CS50595_2021CS10073,1,1,1,1,0,0,0,0,0.967066,0.967191,0.966572,0.966407
2021CS50598_2021CS10084,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947777
2021CS50601_2021CS10102,1,1,1,1,1,1,1,1,0.947636,0.947689,0.947889,0.947779
2021CS50602_2021CS50597,0,0,0,0,0,0,0,0,0.855543,0.85578,0.855779,0.855744
2021CS50605_2021CS10078,1,1,1,1,1,1,1,1,0.902737,0.902772,0.902759,0.902699
2021CS50607_2021CS50609,1,1,1,1,1,1,1,1,0.938299,0.937919,0.938202,0.938309
2021CS50610_2021CS10116,1,1,1,1,0,0,0,0,0.930402,0.930445,0.930397,0.930315
2021CS50613_2021CS10587,1,1,1,1,1,0,0,1,0.9056,0.905658,0.905639,0.905566
2021CS50614_2021CS10118,1,1,1,1,0,0,0,0,0.947636,0.947689,0.947889,0.947779
2021CS50615_2021CS50622,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947777
2021CS50617_2021CS50616,0,0,0,0,0,0,0,0,0,0,0,0
2021CS50746_2021CS10120,1,1,1,1,1,1,1,1,0.960246,0.960228,0.960252,0.960232
2021CS51004_2017CS10357,1,1,1,1,0,0,0,0,0.900879,0.900894,0.90087,0.900841
2021CS51086_2020CS10331,0,0,0,0,0,0,0,0,0.795369,0.795369,0.795369,0.795369
2020CS10378_2020CS10384,1,1,1,1,1,1,1,1,0.933491,0.933513,0.933437,0.933361
2021CS10101_2021CS10101,1,1,1,1,1,1,1,1,0.947636,0.947688,0.947888,0.947777
2021CS10588_2021CS10588,0,0,0,0,0,0,0,0,0,0,0,0
